"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TM4SF19",151.008343349379,-1.05443997344731,0.10733996236637,-9.82336820510819,8.93086370490134e-23,4.16825736267008e-20
"PYCR1",43.7577393906255,2.77662866814505,0.282631929561763,9.82418607993219,8.85867209778571e-23,4.16825736267008e-20
"ZNF763",66.9823089929061,-2.01335746422448,0.205258216873185,-9.80890068565877,1.03085429243529e-22,4.69390702084741e-20
"PAQR4",21.3964772343724,2.81801694551342,0.287376408229357,9.80601352378356,1.06076690726807e-22,4.71510890280656e-20
"CELF6",56.2331836818277,-1.83083990161516,0.18738485870089,-9.77047939896578,1.50737103864728e-22,6.54444416755954e-20
"H2AFX",30.8449760969477,2.03485379018798,0.208568476725373,9.75628638678372,1.73388333752958e-22,7.35678818825903e-20
"CRYBG3",141.243634066773,-2.34969401444636,0.24234837982085,-9.69552186065085,3.15023060676169e-22,1.30692567105853e-19
"ABCA8",18.770544134094,-2.53460744980119,0.265686048741212,-9.53985902462645,1.43026608031758e-21,5.80470379422802e-19
"COL10A1",21.2709801643274,2.92593092716267,0.309300100931289,9.45984472152716,3.08400837937303e-21,1.2250074986067e-18
"TMEM239",7.53464490021268,-2.45971761257739,0.26048019069645,-9.44301217685999,3.62213962493413e-21,1.40878593037282e-18
"HIST1H3B",122.846295839641,3.43385928580823,0.366391802898439,9.37209636963431,7.11059529944096e-21,2.70913680908701e-18
"TP63",23.6010727490511,-3.71492809208031,0.396686139418352,-9.36490520573113,7.61185888715691e-21,2.84211587128665e-18
"HIST1H2AB",18.5586761000501,3.03529445124781,0.325904872701273,9.31343685072786,1.23761413153454e-20,4.53039572972907e-18
"IDS",1263.75494154305,-1.74475380300101,0.187421251916108,-9.30926341150458,1.28721917543946e-20,4.62136438197677e-18
"HIST1H1B",50.354443906126,3.04449321135854,0.328774795794284,9.26011741259964,2.04207532147056e-20,7.19311399557242e-18
"MRPL30",39.1510141359939,-1.07628542112245,0.11648822142142,-9.23943560979236,2.47800830338601e-20,8.56702537331729e-18
"E2F1",9.116578646596,2.76971409291136,0.300902207469254,9.20469848395636,3.42631794757748e-20,1.16301690478771e-17
"SYNPO2",35.6527808795898,-3.05935290512912,0.332586129545969,-9.1986785778036,3.62378516935442e-20,1.20807938083353e-17
"PSMA2",199.522296106153,-1.52620030654871,0.168532183719666,-9.05583890782171,1.35521991849425e-19,4.43870186988931e-17
"RBL1",124.920677380708,-1.42119578365572,0.157970975482352,-8.99656268701397,2.32895073854969e-19,7.49641057551451e-17
"IDH2",79.7723768167235,1.7035482366868,0.189841600632172,8.97352440673695,2.8717510097176e-19,9.08690162718948e-17
"ACE",360.667971239651,-1.35455479481859,0.150981325400637,-8.97167110716644,2.92049340255233e-19,9.08711522204156e-17
"SLC39A7",45.3616625131828,1.24312080994585,0.138917154215274,8.94864868898364,3.59860472728245e-19,1.10135002710879e-16
"PARP1",44.2549528271675,1.52902831100438,0.172096863699201,8.8846959679456,6.40958114756476e-19,1.93000758780462e-16
"SHPK",234.913987668702,-1.55268317269692,0.174848490226267,-8.88016345287074,6.67621871262349e-19,1.97838614517409e-16
"HIST1H2AI",99.1482934861526,3.40565491387081,0.384118363892443,8.86616010585849,7.57115886067108e-19,2.20853069952919e-16
"CCNB1",10.130645755348,2.30341615070728,0.260149775321895,8.85419235076089,8.42919176460643e-19,2.42099355466827e-16
"GSTM2",63.4977642794356,-1.92196743706151,0.218169956584231,-8.80949635391008,1.2570937689859e-18,3.5558611474542e-16
"MMP9",19.8118641148387,3.25819139197047,0.370238599666144,8.80024771838615,1.36514476384516e-18,3.80386382033214e-16
"HOXC4",71.3466878264653,-1.5761223026311,0.179305859666766,-8.79013271267471,1.49383398729073e-18,4.10123333951921e-16
"HIST1H2BL",25.8091814388162,2.71715849043446,0.309491583090131,8.77942612624512,1.64310872659092e-18,4.44568069807621e-16
"TMBIM4",322.390396526504,-1.59107887453107,0.181294197272365,-8.7762261477169,1.69051720219847e-18,4.50860937826332e-16
"PLK1",14.1595168728797,2.31965254569935,0.26698558133541,8.68830643998414,3.67882351484635e-18,9.67323326741781e-16
"ZNF286A",136.874884598637,-1.79629774567884,0.207029473213409,-8.67653149958599,4.08021771953152e-18,1.05796645286019e-15
"PAFAH1B3",20.1422274416322,1.72622987048294,0.199353745270563,8.65912936895216,4.75381064316587e-18,1.21573823146937e-15
"HIST1H3F",68.4064369744864,3.16847119130562,0.366082015764888,8.6550856225085,4.92541768205366e-18,1.24260300954405e-15
"ZWINT",10.9583354674313,2.29563917954751,0.265786081639579,8.63716852811174,5.76233493934902e-18,1.43436041310276e-15
"CXCL10",9.90012989852724,3.82147693015418,0.442923347079375,8.62785164826578,6.25150920524306e-18,1.53565033358793e-15
"POLR2J2",786.122036299609,-1.6054175075055,0.186681821974139,-8.59975272647544,7.98880363549368e-18,1.93692175416924e-15
"SEMA6A",20.6408527589069,-1.60868625122022,0.187234679881723,-8.59181777775588,8.56040759501171e-18,2.03074156933023e-15
"RAI2",7.00140779433389,-2.1481723095652,0.250038183745879,-8.59137703443108,8.59331426306111e-18,2.03074156933023e-15
"COL17A1",35.9395505114408,-3.69690740297937,0.430920756356305,-8.57908872675094,9.56276933779459e-18,2.23159175959109e-15
"HIST1H2BO",53.4567280253956,3.44403444472539,0.401650329378692,8.5747083789348,9.93381757424826e-18,2.28956099127952e-15
"HIST1H2AH",46.9666278576497,2.56166581111839,0.299335336305404,8.55784633627347,1.14995498137721e-17,2.61811092040623e-15
"NOVA1",10.6895332319888,-3.02292115498662,0.35417904634274,-8.5350084546259,1.4014517960367e-17,3.15225344339869e-15
"TYMS",19.7635624367613,2.4858633104627,0.291312404045695,8.53332462311757,1.42200951140173e-17,3.16041613909034e-15
"ZNF747",142.202458062613,-1.5281356262539,0.18043057015608,-8.46938312577521,2.46696002736275e-17,5.41831491186296e-15
"SVEP1",12.5675719295508,-1.73679695263429,0.205561754179756,-8.4490276878817,2.93738810440901e-17,6.37652308386184e-15
"HIST2H4A",71.1252797542564,2.21912643485196,0.263240553759829,8.43003254307316,3.45569103667636e-17,7.41543631766794e-15
"PAGR1",301.62747790667,-1.3251739767311,0.15733582720293,-8.4225824485729,3.68275115592781e-17,7.81287287841094e-15
"KRT10",248.4805344605,-7.4425228284515,0.884487075564776,-8.41450715794709,3.94550184338365e-17,8.27624426001454e-15
"AQP1",1005.95691660427,-2.21107648911799,0.263086356131966,-8.40437536034326,4.30144855094357e-17,8.92263811084062e-15
"LSP1",783.432217548267,-1.86786448139156,0.22248129593452,-8.39560230690718,4.63512005989882e-17,9.50912707673088e-15
