"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032729","positive regulation of type II interferon production","9/724","77/18986",0.116883116883117,3.06511444356748,3.61539389614849,0.00258272067447784,0.0385110588915239,0.0328323257843696,"ISG15/SLC7A5/SCRIB/LGALS9/FADD/CD2/IL12RB2/TNF/HLA-A",9
"GO:2000243","positive regulation of reproductive process","10/724","92/18986",0.108695652173913,2.85040835935623,3.54241921149516,0.0026328514780379,0.0389585191824529,0.0332138048314332,"AURKA/BAX/INHBA/HDAC2/RAD51AP1/CIB1/VEGFA/CDC25A/CDC25B/MAPK15",10
"GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","4/724","16/18986",0.25,6.55593922651934,4.42674216275443,0.00264478735449691,0.0389585191824529,0.0332138048314332,"HLA-C/HLA-B/HLA-A/ULBP2",4
"GO:0046036","CTP metabolic process","4/724","16/18986",0.25,6.55593922651934,4.42674216275443,0.00264478735449691,0.0389585191824529,0.0332138048314332,"UCK2/NME1/CTPS1/NME2",4
"GO:0051299","centrosome separation","4/724","16/18986",0.25,6.55593922651934,4.42674216275443,0.00264478735449691,0.0389585191824529,0.0332138048314332,"AURKA/KIF11/RANBP1/KIF15",4
"GO:0019985","translesion synthesis","5/724","26/18986",0.192307692307692,5.04303017424564,4.10747477212467,0.00268569328949949,0.0393227562658345,0.0335243325325286,"POLD1/DTL/PCNA/POLH/PARP10",5
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","5/724","26/18986",0.192307692307692,5.04303017424564,4.10747477212467,0.00268569328949949,0.0393227562658345,0.0335243325325286,"AURKB/CDCA8/KIF2C/INCENP/CDT1",5
"GO:2000045","regulation of G1/S transition of mitotic cell cycle","16/724","191/18986",0.0837696335078534,2.19675450522114,3.30979430446508,0.00272725946019539,0.0398114361441736,0.0339409530418501,"E2F1/INHBA/RFWD3/RRM2/CCNE1/GTSE1/CDKN2A/CDC6/TFDP1/RBM38/KIF14/CDKN2B/EZH2/CCND1/MUC1/CCNE2",16
"GO:0051216","cartilage development","17/724","209/18986",0.0813397129186603,2.13303285838907,3.2794646905461,0.00278076851571347,0.0402889873400481,0.0343480858731189,"PITX1/COL11A1/TYMS/SULF1/COMP/CBS/CHST11/BGN/COL1A1/SERPINH1/BMP8A/MMP13/SIX2/CREB3L2/COL11A2/TGFBI/MATN3",17
"GO:0009411","response to UV","14/724","157/18986",0.089171974522293,2.33842418270753,3.35297556100287,0.00278260166424352,0.0402889873400481,0.0343480858731189,"AURKB/PARP1/POLD1/MMP9/BAX/MMP1/DTL/OPN3/PCNA/POLH/FEN1/PBK/CDC25A/CCND1",14
"GO:0009142","nucleoside triphosphate biosynthetic process","12/724","124/18986",0.0967741935483871,2.53778292639458,3.42067978930393,0.0027848384583946,0.0402889873400481,0.0343480858731189,"DTYMK/PARP1/TYMS/UCK2/NME1/CMPK2/NDUFA9/CTPS1/ENO1/TREM2/NDUFA11/NME2",12
"GO:0032102","negative regulation of response to external stimulus","29/724","437/18986",0.0663615560640732,1.74024931413328,3.11715857533714,0.00284856537671633,0.0410886536979765,0.0350298356649452,"AURKB/PARP1/TRIM65/ISG15/OAS3/SLAMF8/USP18/SPP1/MIF/CERS2/OAS1/FOXP3/SERPINE2/PBK/NLRC5/PSMB4/LGALS9/TREM2/F12/PADI2/CLDN3/GSTP1/HLA-B/TNF/PLAU/EPPK1/CXCL17/HLA-A/LTF",29
"GO:0019674","NAD metabolic process","8/724","64/18986",0.125,3.27796961325967,3.63458482571315,0.00288904789539158,0.04154929532396,0.0354225523642375,"PGK1/PKM/TPI1/QPRT/ENO1/ENO2/PARP10/KMO",8
"GO:0002705","positive regulation of leukocyte mediated immunity","14/724","158/18986",0.0886075949367089,2.32362402965242,3.32653047307668,0.00294916187737614,0.0422887194275087,0.03605294305614,"TRAF2/RSAD2/FOXP3/ITGB2/TFRC/FADD/TREM2/LAG3/HLA-C/HLA-B/TNF/HLA-A/TYROBP/ULBP2",14
"GO:0032200","telomere organization","16/724","193/18986",0.0829015544041451,2.17399020983025,3.26396495780108,0.00302542283502936,0.0432546482384639,0.0368764387043672,"AURKB/RECQL4/PARP1/PCNA/SMG5/CCNE1/RAD51/SLX1A/CCT5/FEN1/PPP1CA/EZH2/MAPK15/CCNE2/SLX1B/BLM",16
"GO:0001822","kidney development","23/724","322/18986",0.0714285714285714,1.87312549329124,3.14631830077235,0.00305681029920538,0.0432585922429757,0.036879801136997,"EPCAM/MMP9/BAX/SULF1/KIF26B/STAT1/SOX4/MAGED1/PTK7/CENPF/PYGO2/APH1A/FADD/WNT6/SIX2/AGT/VEGFA/GCNT1/PROM1/SOX11/EZH2/HOXC11/SDC1",23
"GO:0007019","microtubule depolymerization","7/724","51/18986",0.137254901960784,3.59933918318709,3.70097201735713,0.00306129515152924,0.0432585922429757,0.036879801136997,"AURKB/KIF2C/STMN1/TPX2/KIF18B/CIB1/KIF18A",7
"GO:0031297","replication fork processing","7/724","51/18986",0.137254901960784,3.59933918318709,3.70097201735713,0.00306129515152924,0.0432585922429757,0.036879801136997,"PARP1/DDX11/TONSL/RFWD3/PCNA/RAD51/BLM",7
"GO:0032467","positive regulation of cytokinesis","7/724","51/18986",0.137254901960784,3.59933918318709,3.70097201735713,0.00306129515152924,0.0432585922429757,0.036879801136997,"AURKB/CDCA8/INCENP/CDC6/KIF23/KIF14/CDC25B",7
"GO:0071677","positive regulation of mononuclear cell migration","10/724","94/18986",0.106382978723404,2.78976137298695,3.46354236187594,0.00308503972053852,0.0433421331836351,0.0369510233640406,"CXCL10/MMP14/CALR/LGALS9/FADD/C3AR1/ASCL2/TREM2/TNF/CXCL17",10
"GO:2000278","regulation of DNA biosynthetic process","10/724","94/18986",0.106382978723404,2.78976137298695,3.46354236187594,0.00308503972053852,0.0433421331836351,0.0369510233640406,"CCNA2/PCNA/SMG5/CCT5/TFDP1/CHTF18/DSCC1/VEGFA/TNF/CYP1B1",10
"GO:0002009","morphogenesis of an epithelium","32/724","500/18986",0.064,1.67832044198895,3.06054555139596,0.0031095675085439,0.0435608289885646,0.0371374708968219,"CXCL10/CTHRC1/SULF1/KIF26B/SAPCD2/STAT1/TIMELESS/MAGED1/PTK7/PRICKLE1/SPINT2/MMP14/SCRIB/LBX2/PPP1CA/WNT6/SIX2/CTSZ/COL5A1/ST14/LMO4/AGT/VEGFA/TNF/CXCR4/SPINT1/PFN1/SOX11/MESP1/CA9/SALL4/KLK14",32
"GO:0042770","signal transduction in response to DNA damage","16/724","194/18986",0.0824742268041237,2.16278407472803,3.2412598742034,0.00318431757539923,0.0442352353902552,0.0377124312154603,"E2F1/PLK1/FOXM1/DTL/SOX4/RFWD3/GTSE1/RAD51/CDKN2A/MIF/TICRR/RBM38/CCND1/MUC1/NDRG1/BLM",16
"GO:1901607","alpha-amino acid biosynthetic process","8/724","65/18986",0.123076923076923,3.22753931151721,3.58187501207431,0.00318690986060894,0.0442352353902552,0.0377124312154603,"PYCR1/CBS/PHGDH/SEPHS2/PYCR2/SHMT2/ALDH18A1/GGT1",8
"GO:1905330","regulation of morphogenesis of an epithelium","8/724","65/18986",0.123076923076923,3.22753931151721,3.58187501207431,0.00318690986060894,0.0442352353902552,0.0377124312154603,"CXCL10/SULF1/MAGED1/LBX2/SIX2/AGT/VEGFA/TNF",8
"GO:0006007","glucose catabolic process","5/724","27/18986",0.185185185185185,4.85625127890321,3.99245388787966,0.00319410977617354,0.0442352353902552,0.0377124312154603,"PGK1/PKM/TPI1/ENO1/ENO2",5
"GO:0007589","body fluid secretion","10/724","95/18986",0.105263157894737,2.76039546379762,3.42487703989415,0.00333323043290892,0.0453054572178995,0.0386248411236307,"OAS2/NME1/PRICKLE1/CEL/KCNN4/VEGFA/CYBA/CCND1/AQP5/SCT",10
"GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","4/724","17/18986",0.235294117647059,6.17029574260643,4.24637204998934,0.00335526940926637,0.0453054572178995,0.0386248411236307,"HLA-C/HLA-B/HLA-A/ULBP2",4
"GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","4/724","17/18986",0.235294117647059,6.17029574260643,4.24637204998934,0.00335526940926637,0.0453054572178995,0.0386248411236307,"HLA-C/HLA-B/HLA-A/ULBP2",4
"GO:0006878","intracellular copper ion homeostasis","4/724","17/18986",0.235294117647059,6.17029574260643,4.24637204998934,0.00335526940926637,0.0453054572178995,0.0386248411236307,"ARF1/ATOX1/SCO2/CP",4
"GO:0009208","pyrimidine ribonucleoside triphosphate metabolic process","4/724","17/18986",0.235294117647059,6.17029574260643,4.24637204998934,0.00335526940926637,0.0453054572178995,0.0386248411236307,"UCK2/NME1/CTPS1/NME2",4
"GO:0036005","response to macrophage colony-stimulating factor","4/724","17/18986",0.235294117647059,6.17029574260643,4.24637204998934,0.00335526940926637,0.0453054572178995,0.0386248411236307,"SPP1/TREM2/MST1R/TNF",4
"GO:0051382","kinetochore assembly","4/724","17/18986",0.235294117647059,6.17029574260643,4.24637204998934,0.00335526940926637,0.0453054572178995,0.0386248411236307,"CENPA/CENPF/DLGAP5/CENPW",4
"GO:0051782","negative regulation of cell division","4/724","17/18986",0.235294117647059,6.17029574260643,4.24637204998934,0.00335526940926637,0.0453054572178995,0.0386248411236307,"AURKB/ASPM/CHMP4C/BLM",4
"GO:0060253","negative regulation of glial cell proliferation","4/724","17/18986",0.235294117647059,6.17029574260643,4.24637204998934,0.00335526940926637,0.0453054572178995,0.0386248411236307,"CERS2/ASCL2/CDKN2B/SOX11",4
"GO:0045862","positive regulation of proteolysis","23/724","325/18986",0.0707692307692308,1.8558351041224,3.09859442248704,0.0034279633271543,0.0461588081254767,0.0393523592914609,"PLK1/AURKA/CDC20/TRIB3/CDKN2A/HDAC2/PRICKLE1/MMP14/PRR7/APH1A/EFNA1/CTSD/LGALS9/ENO1/FADD/TREM2/F12/LAPTM5/PSENEN/CLDN3/TNF/S100A9/EGLN3",23
"GO:0051960","regulation of nervous system development","30/724","463/18986",0.0647948164146868,1.69916351443266,3.03259212937272,0.00345178623168495,0.0463511957796147,0.0395163779998361,"FN1/TRIM46/ASPM/DKK1/SPP1/SLC7A5/METRN/HDAC2/TBC1D24/CERS2/TYMP/PLXNB3/HES6/HAPLN3/SERPINE2/AGRN/LRP8/ASCL2/TREM2/KIF14/EPHB3/CDKN2B/VEGFA/TNF/CXCR4/SPINT1/SOX11/EZH2/ACAN/NCAN",30
"GO:0050900","leukocyte migration","27/724","404/18986",0.0668316831683168,1.75257781302992,3.04436191242328,0.00355288813433902,0.0475773807741653,0.0405617531822321,"CXCL10/CXCL9/F11R/SLAMF8/PODXL2/TRPM2/MIF/RAC3/EDN2/MMP14/CALR/ITGB2/LGALS9/FADD/ARTN/C3AR1/ASCL2/TREM2/PADI2/CCL4L1/VEGFA/TNF/CXCR4/GCNT1/S100A9/CXCL11/CXCL17",27
"GO:0002260","lymphocyte homeostasis","9/724","81/18986",0.111111111111111,2.91375076734193,3.43668684924774,0.00365198558846722,0.0487700602899428,0.0415785635101083,"BAX/CCNB2/MIF/TCIRG1/FOXP3/LGALS9/FADD/TNFSF13B/SIT1",9
"GO:0070663","regulation of leukocyte proliferation","20/724","270/18986",0.0740740740740741,1.94250051156128,3.1056847750981,0.00368970339104348,0.0491387621475681,0.0418928976223163,"IL4I1/FCGR3A/CDKN2A/MIF/LILRB4/BST2/FOXP3/SCRIB/TFRC/LGALS9/FADD/NMB/GSTP1/TNFSF13B/VTCN1/SOX11/HLA-A/CTLA4/TYROBP/PLA2G2D",20
