"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000280","nuclear division","65/724","451/18986",0.144124168514412,3.77947715941248,11.8947549655553,1.39598406364272e-20,6.78587853336724e-17,5.78525185111723e-17,"MYBL2/NUSAP1/CCNB1/AURKB/PLK1/CDCA8/FANCA/KIFC1/KIF2C/ZWINT/TPX2/NCAPD2/PRC1/CKS2/UBE2S/INCENP/AURKA/ESPL1/UBE2C/NCAPH/CDT1/CCNB2/TOP2A/CDC20/RCC1/NCAPG2/PTTG1/PSRC1/ANAPC11/KIF4A/PKMYT1/ASPM/CCNE1/CHMP4C/CDCA5/RAD54L/RAD51/CENPF/PDXP/MAD2L1/PRICKLE1/KIF11/KIF18B/MKI67/BUB3/CALR/RANBP1/MYBL1/KIF23/TDRKH/SPC24/SMC4/DLGAP5/SPAG5/RAD51AP1/KIF14/ANLN/TNF/CDC25B/MAPK15/KIF18A/TTK/CCNE2/KIF15/HORMAD1",65
"GO:0007059","chromosome segregation","62/724","429/18986",0.144522144522145,3.7899135854937,11.6376670637795,9.78220051163352e-20,2.37756383435253e-16,2.02697491654217e-16,"MYBL2/NUSAP1/CCNB1/AURKB/PLK1/CDCA8/KIFC1/KIF2C/ZWINT/TPX2/NCAPD2/CENPM/SAC3D1/PRC1/INCENP/AURKA/ESPL1/UBE2C/NCAPH/CDT1/CCNB2/TOP2A/CDC20/RCC1/NCAPG2/PTTG1/PSRC1/ANAPC11/KIF4A/DSN1/TACC3/TUBB/ASPM/CCNE1/CHMP4C/CDCA5/CENPF/MAD2L1/PRICKLE1/KIF11/KIF18B/MKI67/HJURP/BUB3/CENPO/CDC6/RCC2/KIF23/OIP5/SPC24/SMC4/DLGAP5/SPAG5/KIF14/CENPU/MAPK15/KIF18A/TTK/CCNE2/KIF15/CENPW/HORMAD1",62
"GO:0098813","nuclear chromosome segregation","53/724","324/18986",0.16358024691358,4.28968862969784,11.8918280508939,1.89229669695585e-19,3.06615141463413e-16,2.61402529681234e-16,"MYBL2/NUSAP1/CCNB1/AURKB/PLK1/CDCA8/KIFC1/KIF2C/ZWINT/TPX2/NCAPD2/PRC1/INCENP/AURKA/ESPL1/UBE2C/NCAPH/CDT1/CCNB2/TOP2A/CDC20/RCC1/NCAPG2/PTTG1/PSRC1/ANAPC11/KIF4A/DSN1/TACC3/ASPM/CCNE1/CHMP4C/CDCA5/CENPF/MAD2L1/PRICKLE1/KIF11/KIF18B/BUB3/CDC6/RCC2/KIF23/SPC24/SMC4/DLGAP5/SPAG5/KIF14/MAPK15/KIF18A/TTK/CCNE2/KIF15/HORMAD1",53
"GO:0000819","sister chromatid segregation","44/724","235/18986",0.187234042553191,4.90998001645703,12.008718557732,1.20734945979718e-18,1.25847367897141e-15,1.07290266765782e-15,"MYBL2/NUSAP1/CCNB1/AURKB/PLK1/CDCA8/KIFC1/KIF2C/ZWINT/TPX2/NCAPD2/PRC1/INCENP/ESPL1/UBE2C/NCAPH/CDT1/TOP2A/CDC20/RCC1/NCAPG2/PSRC1/ANAPC11/KIF4A/TACC3/CHMP4C/CDCA5/CENPF/MAD2L1/PRICKLE1/KIF11/KIF18B/BUB3/CDC6/KIF23/SPC24/SMC4/DLGAP5/SPAG5/KIF14/MAPK15/KIF18A/TTK/KIF15",44
"GO:0000070","mitotic sister chromatid segregation","40/724","194/18986",0.206185567010309,5.40696018682007,12.2843987385129,1.29445965744848e-18,1.25847367897141e-15,1.07290266765782e-15,"MYBL2/NUSAP1/CCNB1/AURKB/PLK1/CDCA8/KIFC1/KIF2C/ZWINT/TPX2/NCAPD2/PRC1/INCENP/ESPL1/UBE2C/NCAPH/CDT1/CDC20/RCC1/NCAPG2/PSRC1/ANAPC11/KIF4A/CHMP4C/CDCA5/CENPF/MAD2L1/PRICKLE1/KIF11/KIF18B/BUB3/KIF23/SPC24/SMC4/DLGAP5/SPAG5/KIF14/KIF18A/TTK/KIF15",40
"GO:0140014","mitotic nuclear division","48/724","282/18986",0.170212765957447,4.46361819677912,11.6677666404837,1.89965461634201e-18,1.53903684833975e-15,1.31209477623482e-15,"MYBL2/NUSAP1/CCNB1/AURKB/PLK1/CDCA8/KIFC1/KIF2C/ZWINT/TPX2/NCAPD2/PRC1/UBE2S/INCENP/AURKA/ESPL1/UBE2C/NCAPH/CDT1/CDC20/RCC1/NCAPG2/PSRC1/ANAPC11/KIF4A/PKMYT1/CHMP4C/CDCA5/CENPF/PDXP/MAD2L1/PRICKLE1/KIF11/KIF18B/MKI67/BUB3/RANBP1/KIF23/SPC24/SMC4/DLGAP5/SPAG5/KIF14/ANLN/TNF/KIF18A/TTK/KIF15",48
"GO:0044772","mitotic cell cycle phase transition","61/724","467/18986",0.130620985010707,3.42537295775314,10.5664382664243,2.99811979501118e-17,2.08198004622134e-14,1.77497708766301e-14,"E2F1/CCNB1/AURKB/PLK1/CDCA8/FOXM1/ZWINT/MELK/CKS2/UBE2S/INCENP/IQGAP3/AURKA/ESPL1/UBE2C/CCNA2/INHBA/DTL/CCNB2/EIF4EBP1/RFWD3/CDC20/RRM2/RCC1/ANAPC11/PKMYT1/TACC3/CCNE1/UBD/GTSE1/CHMP4C/CDCA5/CENPF/CDKN2A/CDKN3/MAD2L1/TICRR/BUB3/CDC6/TFDP1/ORC1/RCC2/CDK6/E2F3/SPC24/CCNF/DLGAP5/RBM38/KIF14/ANLN/CDKN2B/CDC7/CDC25A/CDC25B/EZH2/CCND1/MUC1/CCNO/TTK/CCNE2/BLM",61
"GO:0006261","DNA-templated DNA replication","33/724","169/18986",0.195266272189349,5.12061525384942,10.7134819031904,7.44002381896008e-15,4.52074447299562e-12,3.85412812832182e-12,"TK1/RECQL4/MCM2/MCM4/PARP1/MCM3/DDX11/POLD1/HMGA1/POLA2/CDT1/TONSL/MCM5/TIMELESS/RFWD3/MCM7/PCNA/GINS1/CCNE1/RAD51/TICRR/WRNIP1/CDK2AP1/CDC6/FEN1/ORC1/MCM6/CHTF18/DSCC1/CDC7/CDC45/CCNE2/BLM",33
"GO:1901990","regulation of mitotic cell cycle phase transition","47/724","368/18986",0.127717391304348,3.34922982224357,9.06114992606529,3.45675034346387e-13,1.86702926884199e-10,1.59172235113652e-10,"E2F1/CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/AURKA/ESPL1/UBE2C/INHBA/DTL/RFWD3/CDC20/RRM2/ANAPC11/PKMYT1/CCNE1/UBD/GTSE1/CHMP4C/CDCA5/CENPF/CDKN2A/MAD2L1/TICRR/BUB3/CDC6/TFDP1/ORC1/RCC2/CDK6/SPC24/DLGAP5/RBM38/KIF14/ANLN/CDKN2B/CDC7/CDC25A/CDC25B/EZH2/CCND1/MUC1/TTK/CCNE2/BLM",47
"GO:1905818","regulation of chromosome separation","21/724","77/18986",0.272727272727273,7.15193370165746,10.7701844920808,6.47657410662948e-13,3.14826267323259e-10,2.68402865871582e-10,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/NCAPD2/INCENP/ESPL1/UBE2C/NCAPH/CDC20/NCAPG2/ANAPC11/CENPF/MAD2L1/BUB3/SPC24/SMC4/DLGAP5/MAPK15/TTK",21
"GO:0006260","DNA replication","40/724","283/18986",0.141342756183746,3.70653807859751,9.13381344520348,7.94272535295088e-13,3.50996254006311e-10,2.9923932741213e-10,"TK1/RECQL4/MCM2/MCM4/PARP1/MCM3/DDX11/POLD1/HMGA1/RNASEH2A/CCNA2/POLA2/CDT1/DTL/TONSL/MCM5/TIMELESS/RFWD3/MCM7/PCNA/GINS1/POLH/CCNE1/RAD51/TICRR/CHAF1B/WRNIP1/CDK2AP1/CDC6/FEN1/ORC1/MCM6/CHTF18/DSCC1/S100A11/CDC7/CDC25A/CDC45/CCNE2/BLM",40
"GO:1901987","regulation of cell cycle phase transition","54/724","479/18986",0.112734864300626,2.95633167625924,8.63460839421153,9.74871746513451e-13,3.94904296650157e-10,3.36672812809075e-10,"E2F1/CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/AURKA/ESPL1/UBE2C/CDT1/INHBA/DTL/TIMELESS/RFWD3/CDC20/RRM2/ANAPC11/PKMYT1/CCNE1/UBD/GTSE1/CHMP4C/CDCA5/RAD51/CENPF/CDKN2A/MAD2L1/TICRR/ATF5/BUB3/CDC6/TFDP1/ORC1/RCC2/CDK6/SPC24/DLGAP5/RBM38/KIF14/ANLN/CDKN2B/CDC7/CDC25A/CDC25B/CDC45/EZH2/CCND1/MUC1/MAPK15/TTK/CCNE2/BLM/HORMAD1",54
"GO:0051983","regulation of chromosome segregation","27/724","135/18986",0.2,5.24475138121547,9.85490314776813,1.16940663813661e-12,4.37268128306314e-10,3.72789792254562e-10,"CCNB1/AURKB/PLK1/CDCA8/KIF2C/ZWINT/NCAPD2/INCENP/ESPL1/UBE2C/NCAPH/CDC20/NCAPG2/ANAPC11/TACC3/CENPF/MAD2L1/MKI67/BUB3/CDC6/RCC2/SPC24/SMC4/DLGAP5/MAPK15/TTK/HORMAD1",27
"GO:0006268","DNA unwinding involved in DNA replication","12/724","21/18986",0.571428571428571,14.9850039463299,12.7672167566031,1.8531768997907e-12,6.43449493563041e-10,5.48568229659847e-10,"RECQL4/MCM2/MCM4/MCM3/HMGA1/MCM5/MCM7/GINS1/RAD51/MCM6/CDC45/BLM",12
"GO:0006270","DNA replication initiation","15/724","38/18986",0.394736842105263,10.3514829892411,11.4892323685972,3.1061871795793e-12,1.006611725329e-09,8.58179573754647e-10,"MCM2/MCM4/MCM3/POLA2/CDT1/MCM5/MCM7/CCNE1/TICRR/WRNIP1/CDC6/ORC1/MCM6/CDC45/CCNE2",15
"GO:0051304","chromosome separation","21/724","84/18986",0.25,6.55593922651934,10.1611687711296,4.12236186540387e-12,1.25242506423301e-09,1.0677459647431e-09,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/NCAPD2/INCENP/ESPL1/UBE2C/NCAPH/CDC20/NCAPG2/ANAPC11/CENPF/MAD2L1/BUB3/SPC24/SMC4/DLGAP5/MAPK15/TTK",21
"GO:0090068","positive regulation of cell cycle process","38/724","274/18986",0.138686131386861,3.63687139573335,8.75395965514821,5.40147443914095e-12,1.54450395580377e-09,1.31675571931256e-09,"NUSAP1/CCNB1/AURKB/CDCA8/NCAPD2/DDX11/INCENP/AURKA/ESPL1/UBE2C/NCAPH/DTL/CDC20/RRM2/NCAPG2/ANAPC11/CCNE1/CDCA5/MAD2L1/CDC6/TFDP1/RANBP1/FEN1/RCC2/KIF23/SMC4/DLGAP5/SPAG5/RAD51AP1/KIF14/CDC7/TNF/CDC25A/CDC25B/EZH2/CCND1/MAPK15/CCNE2",38
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","28/724","167/18986",0.167664670658683,4.39679756509081,8.77869669923239,3.86042374040589e-11,1.04252887789517e-08,8.88800483390527e-09,"MYBL2/NUSAP1/CCNB1/AURKB/PLK1/CDCA8/KIFC1/STMN1/TPX2/PRC1/CENPA/INCENP/AURKA/ESPL1/SAPCD2/CDC20/RCC1/PSRC1/KIF4A/TACC3/CHMP4C/MAD2L1/PRICKLE1/KIF11/KIF23/DLGAP5/TTK/KIF15",28
"GO:0007051","spindle organization","31/724","204/18986",0.151960784313725,3.98498266709999,8.53466332728171,4.75012246338129e-11,1.21528133128929e-08,1.03607934284388e-08,"MYBL2/CCNB1/AURKB/PLK1/CDCA8/KIFC1/STMN1/TPX2/SAC3D1/PRC1/INCENP/AURKA/ESPL1/CCNB2/CDC20/RCC1/PSRC1/KIF4A/TACC3/TUBB/ASPM/CHMP4C/PRICKLE1/KIF11/CEP72/KIF23/DLGAP5/SPAG5/MAPK15/TTK/KIF15",31
"GO:1905820","positive regulation of chromosome separation","13/724","32/18986",0.40625,10.6534012430939,10.8819148588499,5.76253164826408e-11,1.40058331711058e-08,1.19405721574819e-08,"AURKB/CDCA8/NCAPD2/INCENP/ESPL1/UBE2C/NCAPH/CDC20/NCAPG2/ANAPC11/SMC4/DLGAP5/MAPK15",13
"GO:0051783","regulation of nuclear division","26/724","151/18986",0.172185430463576,4.51534887124511,8.635241896966,1.04912964035269e-10,2.42848532464497e-08,2.07038766619977e-08,"NUSAP1/CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/AURKA/ESPL1/UBE2C/CDC20/RCC1/ANAPC11/PKMYT1/CENPF/PDXP/MAD2L1/MKI67/BUB3/CALR/SPC24/DLGAP5/RAD51AP1/TNF/TTK/HORMAD1",26
"GO:0007088","regulation of mitotic nuclear division","23/724","121/18986",0.190082644628099,4.98468106479156,8.75504254860638,1.62231913839266e-10,3.5845878780576e-08,3.05601456835019e-08,"NUSAP1/CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/AURKA/ESPL1/UBE2C/CDC20/RCC1/ANAPC11/PKMYT1/CENPF/PDXP/MAD2L1/MKI67/BUB3/SPC24/DLGAP5/TNF/TTK",23
"GO:0030198","extracellular matrix organization","40/724","339/18986",0.117994100294985,3.094248602487,7.74682976625637,2.37316441738123e-10,5.01563140560442e-08,4.27604041703886e-08,"MMP11/COL10A1/COL11A1/PRDX4/MMP9/SULF1/MMP1/PLOD1/COMP/ZNF469/ADAMTS14/COLGALT1/PRICKLE1/SPINT2/MMP14/SMOC1/FSCN1/MMP7/COL12A1/COL9A3/COL1A1/SERPINH1/MMP13/COL5A1/COL5A2/NOXO1/AGT/TNF/SPINT1/C6orf15/COL11A2/TGFBI/POSTN/MIA/COL1A2/MATN3/CYP1B1/COL22A1/LOXL4/KLK4",40
"GO:0043062","extracellular structure organization","40/724","340/18986",0.117647058823529,3.08514787130322,7.72474038066969,2.5942273584592e-10,5.2543913289459e-08,4.47959346940959e-08,"MMP11/COL10A1/COL11A1/PRDX4/MMP9/SULF1/MMP1/PLOD1/COMP/ZNF469/ADAMTS14/COLGALT1/PRICKLE1/SPINT2/MMP14/SMOC1/FSCN1/MMP7/COL12A1/COL9A3/COL1A1/SERPINH1/MMP13/COL5A1/COL5A2/NOXO1/AGT/TNF/SPINT1/C6orf15/COL11A2/TGFBI/POSTN/MIA/COL1A2/MATN3/CYP1B1/COL22A1/LOXL4/KLK4",40
"GO:0045229","external encapsulating structure organization","40/724","341/18986",0.117302052785924,3.07610051684192,7.70273198302168,2.83477293630498e-10,5.5119324973514e-08,4.69915833694008e-08,"MMP11/COL10A1/COL11A1/PRDX4/MMP9/SULF1/MMP1/PLOD1/COMP/ZNF469/ADAMTS14/COLGALT1/PRICKLE1/SPINT2/MMP14/SMOC1/FSCN1/MMP7/COL12A1/COL9A3/COL1A1/SERPINH1/MMP13/COL5A1/COL5A2/NOXO1/AGT/TNF/SPINT1/C6orf15/COL11A2/TGFBI/POSTN/MIA/COL1A2/MATN3/CYP1B1/COL22A1/LOXL4/KLK4",40
"GO:0090329","regulation of DNA-templated DNA replication","15/724","50/18986",0.3,7.8671270718232,9.6809143573277,2.94929062668272e-10,5.51403912934796e-08,4.70095433087039e-08,"MCM2/MCM4/MCM3/CDT1/MCM5/TIMELESS/MCM7/PCNA/TICRR/WRNIP1/MCM6/CHTF18/DSCC1/CDC7/BLM",15
"GO:0045787","positive regulation of cell cycle","41/724","365/18986",0.112328767123288,2.94568228260047,7.47338353741383,6.363350189709e-10,1.14563871378428e-07,9.76706031067616e-08,"NUSAP1/CCNB1/AURKB/CDCA8/NCAPD2/DDX11/INCENP/AURKA/ESPL1/UBE2C/NCAPH/DTL/EIF4EBP1/CDC20/RRM2/NCAPG2/PSRC1/ANAPC11/CCNE1/CDCA5/MAD2L1/CALR/CDC6/TFDP1/RANBP1/FEN1/RCC2/KIF23/SMC4/DLGAP5/SPAG5/RAD51AP1/KIF14/CDC7/TNF/CDC25A/CDC25B/EZH2/CCND1/MAPK15/CCNE2",41
"GO:0048525","negative regulation of viral process","20/724","99/18986",0.202020202020202,5.29772866789441,8.53641489837435,8.21925562733396e-10,1.42692148587394e-07,1.21651163175992e-07,"LRRC15/ISG15/OAS3/MX1/STAT1/OAS2/TRIM14/APOBEC3B/RSAD2/OAS1/BST2/IFIH1/IL32/TNF/LY6E/OASL/SLPI/IFITM1/IFIT1/LTF",20
"GO:0000075","cell cycle checkpoint signaling","29/724","203/18986",0.142857142857143,3.74625098658248,7.83260418368443,8.93871394016764e-10,1.46032348952282e-07,1.2449882693081e-07,"E2F1/CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDT1/DTL/TIMELESS/RFWD3/CDC20/GTSE1/CHMP4C/RAD51/CENPF/MAD2L1/TICRR/BUB3/CDC6/ORC1/SPC24/RBM38/CDC45/CCND1/MUC1/TTK/BLM/HORMAD1",29
"GO:0010965","regulation of mitotic sister chromatid separation","16/724","62/18986",0.258064516129032,6.76742113705222,9.05673070302481,9.01248810649754e-10,1.46032348952282e-07,1.2449882693081e-07,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/ESPL1/UBE2C/CDC20/ANAPC11/CENPF/MAD2L1/BUB3/SPC24/DLGAP5/TTK",16
"GO:0045071","negative regulation of viral genome replication","15/724","55/18986",0.272727272727273,7.15193370165746,9.09717665308889,1.3054706191235e-09,1.97095787588661e-07,1.68032593626297e-07,"ISG15/OAS3/MX1/OAS2/APOBEC3B/RSAD2/OAS1/BST2/IFIH1/TNF/OASL/SLPI/IFITM1/IFIT1/LTF",15
"GO:0007052","mitotic spindle organization","23/724","134/18986",0.171641791044776,4.50109260328193,8.09799857821258,1.33802941584567e-09,1.97095787588661e-07,1.68032593626297e-07,"MYBL2/CCNB1/AURKB/PLK1/CDCA8/KIFC1/STMN1/TPX2/PRC1/INCENP/AURKA/CDC20/RCC1/PSRC1/KIF4A/TACC3/CHMP4C/PRICKLE1/KIF11/KIF23/DLGAP5/TTK/KIF15",23
"GO:0051225","spindle assembly","23/724","134/18986",0.171641791044776,4.50109260328193,8.09799857821258,1.33802941584567e-09,1.97095787588661e-07,1.68032593626297e-07,"MYBL2/AURKB/PLK1/CDCA8/KIFC1/TPX2/SAC3D1/PRC1/INCENP/AURKA/CCNB2/CDC20/RCC1/KIF4A/TUBB/ASPM/CHMP4C/PRICKLE1/KIF11/KIF23/SPAG5/MAPK15/KIF15",23
"GO:0030174","regulation of DNA-templated DNA replication initiation","9/724","16/18986",0.5625,14.7508632596685,10.9561180718638,1.46062826569708e-09,2.08826882339809e-07,1.78033853933418e-07,"MCM2/MCM4/MCM3/CDT1/MCM5/MCM7/TICRR/WRNIP1/MCM6",9
"GO:0051310","metaphase chromosome alignment","20/724","103/18986",0.194174757281553,5.09199163224803,8.29121672467858,1.71329547904513e-09,2.37952266389668e-07,2.0286449025566e-07,"CCNB1/AURKB/CDCA8/KIFC1/KIF2C/ZWINT/INCENP/CDT1/PSRC1/DSN1/CHMP4C/CDCA5/CENPF/BUB3/RCC2/SPC24/SPAG5/KIF14/KIF18A/TTK",20
"GO:1903046","meiotic cell cycle process","30/724","222/18986",0.135135135135135,3.5437509332537,7.59082144056146,1.77977838107684e-09,2.40319519733737e-07,2.04882675037998e-07,"PLK1/FANCA/ZWINT/NCAPD2/CKS2/INCENP/AURKA/ESPL1/NCAPH/CCNB2/TOP2A/CDC20/PTTG1/PKMYT1/ASPM/CCNE1/RAD54L/RAD51/CALR/MYBL1/TDRKH/SMC4/RAD51AP1/CDC25A/CDC25B/MAPK15/KIF18A/TTK/CCNE2/HORMAD1",30
"GO:0000727","double-strand break repair via break-induced replication","8/724","12/18986",0.666666666666667,17.4825046040516,11.3719461696449,1.86041683426994e-09,2.44418546794221e-07,2.08377271024772e-07,"MCM2/MCM4/MCM3/MCM5/MCM7/MCM6/CDC7/CDC45",8
"GO:0051306","mitotic sister chromatid separation","16/724","65/18986",0.246153846153846,6.45507862303442,8.77174634257707,1.92022524859652e-09,2.45637235090202e-07,2.09416254950817e-07,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/ESPL1/UBE2C/CDC20/ANAPC11/CENPF/MAD2L1/BUB3/SPC24/DLGAP5/TTK",16
"GO:0033260","nuclear DNA replication","13/724","41/18986",0.317073170731707,8.31484975070745,9.33577654505432,2.12745677672246e-09,2.65168394657638e-07,2.2606740431731e-07,"TK1/MCM2/MCM4/MCM3/CDT1/PCNA/GINS1/RAD51/FEN1/MCM6/CDC7/CDC45/BLM",13
"GO:0032508","DNA duplex unwinding","17/724","77/18986",0.220779220779221,5.78966061562747,8.3852542934367,3.64748802963254e-09,4.43260982801094e-07,3.7789895717535e-07,"RECQL4/MCM2/MCM4/MCM3/DDX11/HMGA1/MCM5/TOP2A/MCM7/GINS1/RAD51/WRNIP1/MCM6/CHTF18/DSCC1/CDC45/BLM",17
"GO:0033044","regulation of chromosome organization","32/724","258/18986",0.124031007751938,3.25255899610262,7.25338519513747,4.46177059078383e-09,5.28991874190248e-07,4.5098821093494e-07,"CCNB1/AURKB/PLK1/CDCA8/MCM2/ZWINT/NCAPD2/PARP1/DDX11/INCENP/ESPL1/UBE2C/NCAPH/TOP2A/CDC20/SMG5/NCAPG2/ANAPC11/TACC3/CENPF/SLX1A/MAD2L1/BUB3/CDC6/CCT5/FEN1/SPC24/SMC4/DLGAP5/MAPK15/TTK/SLX1B",32
"GO:1901988","negative regulation of cell cycle phase transition","34/724","287/18986",0.118466898954704,3.10664715960498,7.16018056224772,4.84349870091233e-09,5.60577313931782e-07,4.77916150012327e-07,"E2F1/CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/CDT1/INHBA/DTL/TIMELESS/RFWD3/CDC20/PKMYT1/GTSE1/CHMP4C/RAD51/CENPF/MAD2L1/TICRR/ATF5/BUB3/CDC6/ORC1/SPC24/RBM38/CDKN2B/CDC45/EZH2/CCND1/MUC1/TTK/BLM/HORMAD1",34
"GO:0044784","metaphase/anaphase transition of cell cycle","19/724","100/18986",0.19,4.9825138121547,7.95037681000849,6.38133840364736e-09,7.21388046049531e-07,6.1501418103206e-07,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/ESPL1/UBE2C/CDC20/ANAPC11/TACC3/CENPF/MAD2L1/BUB3/CDC6/SPC24/DLGAP5/MAPK15/TTK",19
"GO:0044839","cell cycle G2/M phase transition","24/724","158/18986",0.151898734177215,3.98335547940415,7.49776574913365,7.38782801757155e-09,8.11316747987462e-07,6.9168224792963e-07,"CCNB1/AURKB/PLK1/FOXM1/MELK/AURKA/CCNA2/DTL/CCNB2/PKMYT1/CHMP4C/CENPF/TICRR/ATF5/CDC6/ORC1/RCC2/CDK6/KIF14/CDC7/CDC25A/CDC25B/CCND1/BLM",24
"GO:0044786","cell cycle DNA replication","13/724","45/18986",0.288888888888889,7.57575199508901,8.79327478552689,7.65525908349648e-09,8.11316747987462e-07,6.9168224792963e-07,"TK1/MCM2/MCM4/MCM3/CDT1/PCNA/GINS1/RAD51/FEN1/MCM6/CDC7/CDC45/BLM",13
"GO:0050000","chromosome localization","21/724","123/18986",0.170731707317073,4.47722678884247,7.70336728329156,7.67754997066925e-09,8.11316747987462e-07,6.9168224792963e-07,"CCNB1/AURKB/CDCA8/KIFC1/KIF2C/ZWINT/INCENP/CDT1/PSRC1/DSN1/CHMP4C/CDCA5/CENPF/BUB3/RCC2/SPC24/DLGAP5/SPAG5/KIF14/KIF18A/TTK",21
"GO:0034340","response to type I interferon","18/724","92/18986",0.195652173913043,5.13073504684122,7.9078734775158,9.8233124426828e-09,1.01598131455066e-06,8.66167549537339e-07,"TRIM65/IRAK1/ISG15/OAS3/MX1/STAT1/IFI27/OAS2/USP18/SHMT2/OAS1/IKBKE/IFIH1/NLRC5/FADD/OASL/IFITM1/IFIT1",18
"GO:0140013","meiotic nuclear division","27/724","200/18986",0.135,3.54020718232044,7.19063746308626,1.17969965194961e-08,1.1946916683598e-06,1.01852577406264e-06,"PLK1/FANCA/ZWINT/CKS2/INCENP/AURKA/ESPL1/NCAPH/CCNB2/TOP2A/CDC20/PTTG1/ASPM/CCNE1/RAD54L/RAD51/CALR/MYBL1/TDRKH/SMC4/RAD51AP1/CDC25B/MAPK15/KIF18A/TTK/CCNE2/HORMAD1",27
"GO:0032392","DNA geometric change","17/724","83/18986",0.204819277108434,5.37113093257006,7.94635401333309,1.22338695959304e-08,1.21364979807791e-06,1.03468839095978e-06,"RECQL4/MCM2/MCM4/MCM3/DDX11/HMGA1/MCM5/TOP2A/MCM7/GINS1/RAD51/WRNIP1/MCM6/CHTF18/DSCC1/CDC45/BLM",17
"GO:0051303","establishment of chromosome localization","20/724","115/18986",0.173913043478261,4.56065337496997,7.62573264809466,1.25727915741281e-08,1.22232679683674e-06,1.04208590373353e-06,"CCNB1/AURKB/CDCA8/KIFC1/KIF2C/ZWINT/INCENP/CDT1/PSRC1/DSN1/CHMP4C/CDCA5/CENPF/BUB3/RCC2/SPC24/SPAG5/KIF14/KIF18A/TTK",20
"GO:0000281","mitotic cytokinesis","18/724","94/18986",0.191489361702128,5.02157047137651,7.78253453176046,1.40271632411531e-08,1.33181514128784e-06,1.13542940292776e-06,"NUSAP1/AURKB/PLK1/CDCA8/STMN1/CENPA/INCENP/IQGAP3/ESPL1/KIF20A/KIF4A/CHMP4C/CFL1/CEP55/JTB/ARF1/KIF23/ANLN",18
"GO:0010948","negative regulation of cell cycle process","36/724","329/18986",0.109422492401216,2.86946884078658,6.81076175766088,1.42469424700612e-08,1.33181514128784e-06,1.13542940292776e-06,"E2F1/CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/ESPL1/CDT1/INHBA/DTL/TIMELESS/RFWD3/CDC20/PKMYT1/GTSE1/CHMP4C/RAD51/CENPF/MAD2L1/TICRR/ATF5/BUB3/CDC6/ORC1/SPC24/CCNF/RBM38/CDKN2B/CDC45/EZH2/CCND1/MUC1/TTK/BLM/HORMAD1",36
"GO:0007093","mitotic cell cycle checkpoint signaling","23/724","152/18986",0.151315789473684,3.96806847920907,7.31517705734689,1.6334924431062e-08,1.4981899558376e-06,1.27727105233548e-06,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/DTL/RFWD3/CDC20/GTSE1/CHMP4C/CENPF/MAD2L1/TICRR/BUB3/CDC6/ORC1/SPC24/RBM38/CCND1/MUC1/TTK/BLM",23
"GO:0000086","G2/M transition of mitotic cell cycle","22/724","141/18986",0.156028368794326,4.0916500137142,7.33672472059733,1.88562488684101e-08,1.69741158795077e-06,1.44711601939436e-06,"CCNB1/AURKB/PLK1/FOXM1/MELK/AURKA/CCNA2/DTL/PKMYT1/CHMP4C/CENPF/TICRR/CDC6/ORC1/RCC2/CDK6/KIF14/CDC7/CDC25A/CDC25B/CCND1/BLM",22
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","18/724","96/18986",0.1875,4.9169544198895,7.66070202369561,1.98317307153756e-08,1.7401203561887e-06,1.48352707203736e-06,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/ESPL1/UBE2C/CDC20/ANAPC11/CENPF/MAD2L1/BUB3/CDC6/SPC24/DLGAP5/MAPK15/TTK",18
"GO:1901991","negative regulation of mitotic cell cycle phase transition","27/724","205/18986",0.131707317073171,3.45386066567848,7.03344163467961,2.01120099944518e-08,1.7401203561887e-06,1.48352707203736e-06,"CCNB1/AURKB/PLK1/CDCA8/ZWINT/INCENP/INHBA/DTL/RFWD3/CDC20/PKMYT1/GTSE1/CHMP4C/CENPF/MAD2L1/TICRR/BUB3/CDC6/ORC1/SPC24/RBM38/CDKN2B/EZH2/CCND1/MUC1/TTK/BLM",27
